,id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
0,38b2f52e-8f5d,1GCWGFCF3F1284719,20998.0,115879.0,W1T503168C,2015,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,nissan ellicott city,8569 Baltimore National Pike,Ellicott City,MD,21043.0
1,97ba4955-ccf0,WBY7Z8C59JVB87514,27921.0,7339.0,P33243,2018,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,hendrick honda pompano beach,5381 N Federal Highway,Pompano Beach,FL,33064.0
2,be1da9fd-0f34,ML32F4FJ2JHF10325,11055.0,39798.0,WM2091A,2018,Mitsubishi,Mirage G4,SE,Sedan,Car,FWD,Automatic,Unleaded,1.2,I,russ darrow toyota,2700 West Washington St.,West Bend,WI,53095.0
3,84327e45-6cb6,1GCPTEE15K1291189,52997.0,28568.0,9U2Y425A,2019,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,young kia,308 North Main Street,Layton,UT,84041.0
4,cde691c3-91dd,1G2AL18F087312093,,188485.0,T36625A,2008,Pontiac,G5,Base,Coupe,Car,FWD,Automatic,Unleaded,2.2,I,pappas toyota,10011 Spencer Rd,Saint Peters,MO,63376.0
5,e6b0a17c-6321,WBY1Z4C54FV500763,,54276.0,T15046A,2015,BMW,i3,Giga World,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,crossroads ford of kernersville,1330 Highway 66 South,Kernersville,NC,27284.0
6,43847b9a-6fed,1B7HC16Y8YS543285,3995.0,137537.0,BP8246A,2000,Dodge,Ram Pickup,ST,Pickup,Truck,RWD,Manual,Unleaded,5.2,V,baumann auto group,2379 W. State St.,Fremont,OH,43420.0
7,8d10256f-3be9,3GNBABDBXAS598032,6500.0,74274.0,2104839A,2010,Chevrolet,HHR,LT,Mini Mpv,Car,FWD,Automatic,E85 / Unleaded,2.2,I,volkswagen of grand blanc,6201 S Saginaw Rd,Grand Blanc,MI,48439.0
8,d8d6dfed-e273,5YMCY0C08L9D04057,105974.0,9589.0,CMR269761A,2020,BMW,X6 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,braman miami,2060 Biscayne Boulevard,Miami,FL,33137.0
9,3c539e0f-3eb8,1GCGSCE15G1195013,23024.0,131286.0,PH195013,2016,Chevrolet,Colorado,LT,Pickup,Truck,RWD,Automatic,Diesel,2.8,I,jefferson city autoplex,3215 Missouri Blvd,Jefferson City,MO,65109.0
10,bddcd128-75fe,WDDEJ71X08A014550,,42000.0,,2008,Mercedes-Benz,CL-Class,CL550,Coupe,Car,RWD,Automatic,Premium Unleaded,5.5,V,benz & beamer,Po Box 1865,Tustin,CA,92781.0
11,123b19d3-5335,137ZA84311E192771,,17420.0,W0U140,2001,Am General,Hummer,Base,SUV,Truck,4WD,Automatic,Diesel,6.5,V,wright buick gmc - wexford,11015 Perry Hwy,Wexford,PA,15090.0
12,dffc4e35-48e7,WDDDJ7CB9BA170249,16995.0,110615.0,BA170249,2011,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,RWD,Automatic,Premium Unleaded,5.5,V,mclarty daniel ford,2609 South Walton Boulevard,Bentonville,AR,72712.0
13,fbdcf712-82d5,1GNDT13S142248464,5870.0,144159.0,U5228B,2004,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,quality cadillac,1620 E Homer Adams Parkway,Alton,IL,62002.0
14,e9582e90-0828,ZAMGJ45A580037556,27999.0,60122.0,,2008,Maserati,GranTurismo,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,4.2,V,tred,220 Nw 8th Ave,Portland,OR,97209.0
15,7346f8a1-8eb8,2G1WD5EM3A1146446,,111221.0,A1146446,2010,Chevrolet,Impala,Police Sedan,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,"don franklin chrysler, dodge, jeep, ram, fiat",1147 S Highway 27,Somerset,KY,42501.0
16,aea8a65d-e91c,JTJBT20X480150436,17995.0,107146.0,2103800,2008,Lexus,GX,470,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,damas auto va,25358 Pleasant Valley Road 120,Chantilly,VA,20152.0
17,4e69a998-f5e0,1GCWGAFP7L1134969,30799.0,33015.0,,2020,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,walser automotive group,600 W 121st St,Burnsville,MN,55337.0
18,7065d19a-56f7,3C6UR5FJ2HG558595,45999.0,70954.0,116689A,2017,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,I,leonardtown chevrolet,22675 Washington St,Leonardtown,MD,20650.0
19,0902892f-a7f6,4JGBF71E78A327314,,143459.0,A327314,2008,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,world discount auto,1449 N Cicero Ave,Chicago,IL,60651.0
20,bfd1d506-76d2,1GCPTEE12L1136522,47848.0,7556.0,SA7976,2020,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,east bay mini,4340 Rosewood Dr,Pleasanton,CA,94588.0
21,8332fb29-28c2,WP1AD2A28ELA78213,40988.0,69610.0,P30583A,2014,Porsche,Cayenne,GTS,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,stevenson hendrick mazda wilmington,5911 Market Street,Wilmington,NC,28405.0
22,9e4c2cb6-87d1,1C4SDJGJ2JC366348,55595.0,28904.0,JC366348,2018,Dodge,Durango,SRT,SUV,Truck,4WD,Automatic,Premium Unleaded,6.4,V,infiniti of englewood,60 Rockwood Pl,Englewood,NJ,7631.0
23,ba030d8e-2ded,1GCWGAFP7L1179684,35290.0,12589.0,P5072C,2020,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,mini of fort wayne,715 Grand National Drive,Fort Wayne,IN,46804.0
24,716aa57a-5047,MAJ3P1TE8JC240389,15996.0,31371.0,T11553,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,gerald auto group,Aurora Avenue,Naperville,IL,60540.0
25,640c8294-c1d9,2MRDA20254BJ19157,5999.0,73971.0,J19157,2004,Mercury,Monterey,Premier,Minivan,Truck,FWD,Automatic,Unleaded,4.2,V,autoride,9426 Ronda Ln,Houston,TX,77074.0
26,7072251c-2ccc,1GCCSBF95C8167274,16888.0,35001.0,C0520,2012,Chevrolet,Colorado,Work Truck,Pickup,Truck,RWD,Manual,Unleaded,2.9,I,winslow ford,840 Mikes Pike,Winslow,AZ,86047.0
27,a5c5e7fc-1f0a,5UXJU2C54KLN65802,72988.0,16578.0,27775A,2019,BMW,X5,50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,penskecars.com,2555 Telegraph Road,Bloomfield,MI,48302.0
28,bfb47696-9da4,1FTWW3BR3AEA44858,20995.0,168460.0,A44858,2010,Ford,F-350 Super Duty,XL,Pickup,Truck,4WD,Automatic,Diesel,6.4,V,silk city auto mall,290 Pennsylvania Avenue #,Paterson,NJ,7503.0
29,078e5aea-063d,WDDUG8FB1GA252600,39999.0,95746.0,252600T01,2016,Mercedes-Benz,S-Class,S550,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,volkswagen of streetsboro,855 Classic Drive,Streetsboro,OH,44241.0
30,9451b38f-62a6,1FMFK16538LA69736,10500.0,141736.0,7660A,2008,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,ford of hibbing,2615 E 13Th Ave,Hibbing,MN,55746.0
31,00f94944-7485,1FDXE4FS2GDC48510,60000.0,26114.0,1234A,2016,Ford,E-Series Cutaway,Base,Cutaway,Truck,RWD,Automatic,Unleaded,6.8,V,"ennis ford, inc.",900 N I-45,Ennis,TX,75119.0
32,1e2ffa9d-e551,3C6UR5CJ8GG361689,36951.0,91682.0,PU10562,2016,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,blevins motors inc,6691 State Highway 56,Potsdam,NY,13676.0
33,8797bf49-83a1,3C7WR9AJ1GG340505,36997.0,0.0,C2104261,2016,RAM,Ram 3500 Chassis Cab,Tradesman,Chassis Cab,Truck,4WD,Automatic,Unleaded,6.4,V,marshall nissan,3550 South 9th Street,Salina,KS,67401.0
34,b42e6c32-25e9,JTJBT20X860117128,,218983.0,10202,2006,Lexus,GX,470,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,cle cars llc,11111 Lorain Avenue,Cleveland,OH,44111.0
35,c7adcbd9-e3d6,5UXKR6C51J0U15224,47000.0,51530.0,PS5692,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,five star ford lincoln,900 Russell Parkway,Warner Robins,GA,31088.0
36,581d491a-903d,1GCHK24G97E190586,,53230.0,{{ vehicle._no }},2007,Chevrolet,Silverado Classic 2500HD,Work,Pickup,Truck,4WD,Manual,Unleaded,8.1,V,richardson motors,5400 Westside Dr,Dubuque,IA,52003.0
37,1300caba-0c7f,1B7HG48N82S546638,2900.0,206108.0,16798A,2002,Dodge,Dakota,SLT,Pickup,Truck,4WD,Manual,Unleaded,4.7,V,genesis of waterloo,812 Washington Street,Waterloo,IA,50702.0
38,736b3944-7fcb,JTHFN48Y569000270,26446.0,82885.0,P00270,2006,Lexus,SC,430,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,hendrick acura southpoint,212 Kentington Drive,Durham,NC,27713.0
39,2849123b-5c63,1GCCS1447X8122831,,0.0,51288B2,1999,Chevrolet,S-10,Base,Pickup,Truck,RWD,Manual,Unleaded,2.2,I,joe machens capital city ford,807 Southwest Boulevard,Jefferson City,MO,65109.0
40,d2ec07d4-95b2,WUAC6AFH5DN900659,31995.0,99974.0,23297A,2013,Audi,RS 5,Base,Convertible,Car,4WD,Automatic,Premium Unleaded,4.2,V,imperial motors jaguar of lake bluff,150 Skokie Highway,Lake Bluff,IL,60044.0
41,6dfc6bab-3724,1G4HA5E14AU104589,,95000.0,B206139A,2010,Buick,Lucerne,CX,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,lou fusz toyota,10725 Manchester Road,Kirkwood,MO,63122.0
42,6760df84-f0b9,WDDAJ76F36M001012,298300.0,5534.0,FP4668,2006,Mercedes-Benz,SLR McLaren,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,5.4,V,gold coast maserati,732 Northern Blvd,Great Neck,NY,11021.0
43,7e35994e-00de,WBY1Z4C53GV508046,24000.0,39145.0,SA11077,2016,BMW,i3,Mega World,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,hendrick acura,6824 E Independence Blvd,Charlotte,NC,28227.0
44,33f6cc7d-341e,ZHWUT4ZF5LLA12830,175950.0,958.0,A12830,2020,Lamborghini,Huracan,EVO,Convertible,Car,4WD,Manual,Premium Unleaded,5.2,V,sts automotive denver,4301 Morrison Rd,Denver,CO,80219.0
45,afc1d18c-4163,5YMKT6C56J0X21085,69999.0,34836.0,T238,2018,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,hyundai of lincolnwood,6747 N. Lincoln Avenue,Lincolnwood,IL,60712.0
46,4bff0f67-4671,WBAYE8C5XFD781585,23736.0,105846.0,WF79361A,2015,BMW,7 Series,750Li,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,superior mazda of bentonville,2600 Se Moberly Lane,Bentonville,AR,72712.0
47,e70838bb-e018,1GCWGFCA7E1210688,13995.0,142351.0,#18921,2014,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,r21 motorsports,5315 Butterbridge Road Northwest,Canal Fulton,OH,44614.0
48,ff96a55e-3d74,1FMJU2A56AEB46563,,163147.0,T30982A,2010,Ford,Expedition,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,sanders ford,1135 Lejeune Blvd,Jacksonville,NC,28540.0
49,1a49a4dc-312d,MAJ3P1TE6JC236325,16999.0,42875.0,28523B,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,stokes kia,202 South Goose Creek Blvd.,Goose Creek,SC,29445.0
50,424c8b54-e52a,ML32A5HJ1KH002928,9995.0,57876.0,A-7728,2019,Mitsubishi,Mirage,LE,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,midtown autoworld llc,208 W Albany St,Herkimer,NY,13350.0
51,4b4a1a9c-2c4a,ML32A3HJ2HH002806,6500.0,129580.0,1534,2017,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,auto world auto sales,1721 Yosemite Blvd,Modesto,CA,95354.0
52,be9dc574-6ae8,1B7HC16Y8YS543285,3995.0,137537.0,BP8246A,2000,Dodge,Ram Pickup,ST,Pickup,Truck,RWD,Manual,Unleaded,5.2,V,al baumann chevrolet buick,2379 W State St,Fremont,OH,43420.0
53,9f9df19a-f484,5TDZT34A64S236870,,265000.0,4S236870,2004,Toyota,Sequoia,SR5,SUV,Truck,RWD,Automatic,Unleaded,4.7,V,subaru el paso,1414 Airway Blvd.,El Paso,TX,79925.0
54,8394f25f-0aac,WBA7F2C57JG423728,53287.0,21870.0,5MP1006,2018,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,mercedes-benz of farmington,555 N. West Bourne Circle,Farmington,UT,84025.0
55,62bdcad9-41af,1GCZGTCA5C1201724,23285.0,26737.0,X6044,2012,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,godard auto sales & leasing co,1252 Road,Medina,OH,44256.0
56,0827f5c1-11e0,1G1AB5F57A7202169,4999.0,164580.0,A7202169,2010,Chevrolet,Cobalt,LS,Sedan,Car,FWD,Manual,Unleaded,2.2,I,"lewis ford sales, inc.",3373 North College Avenue,Fayetteville,AR,72703.0
57,1147edb8-a5f1,4JGBF7BE2CA771255,14995.0,91622.0,CA771255,2012,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,auto start - national auto group,2218 North Loop West,Houston,TX,77018.0
58,130bc519-a472,1GCCS19W418126708,,202000.0,B1788A,2001,Chevrolet,S-10,Base,Pickup,Truck,RWD,Manual,Unleaded,4.3,V,hutch chevrolet buick gmc,1004 Third St,Paintsville,KY,41240.0
59,a5ed3051-40f6,2G1WL52M2W9259983,5750.0,88350.0,M2139,1998,Chevrolet,Lumina,LS,Sedan,Car,FWD,Automatic,Unleaded,3.1,V,mcgrath hyundai of dubuque,1040 N. Center Point Road,Hiawatha,IA,52233.0
60,8c7906d5-c3e6,3C6UR4HJ9JG306520,38425.0,77634.0,J2528A,2018,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,RWD,Automatic,Unleaded,6.4,V,oviedo chrysler dodge jeep ram fiat,1980 W. State Highway 71 Bypass,La Grange,TX,78945.0
61,156bcdac-bd7e,4JGBF71E17A192359,13499.0,94946.0,192359,2007,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,sunset auto center,935 South Valley Drive,Las Cruces,NM,88005.0
62,c515282f-e0f3,WBSLX9C54DC968541,36000.0,59668.0,5500,2013,BMW,6 Series,M6,Coupe,Car,RWD,Automatic,Premium Unleaded,4.4,V,dean team automotive,14754 Manchester Road,Ballwin,MO,63011.0
63,37574603-9957,WP1AB2AY9LDA27336,91900.0,12837.0,,2020,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,asbury automotive dealer services,1797 Founders Parkway,Alpharetta,GA,30009.0
64,47053522-d4ce,KL79MMS24MB068245,25000.0,1706.0,FA0695,2021,Chevrolet,Trailblazer,LS,SUV,Truck,FWD,Automatic,Unleaded,1.2,I,gilchrist automotive,3001 Fort Worth Highway,Weatherford,TX,76087.0
65,3721cdae-baff,WBY7Z8C54JVB86772,27898.0,29421.0,BB7351,2018,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,herb chambers volvo cars norwood,1120 Providence Highway,Norwood,MA,2062.0
66,4232f2cd-35bc,ML32F3FJ5HHF19282,7762.0,61248.0,Z303A,2017,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,sport durst hyundai of durham,4507 Durham Chapel Hill Blvd,Durham,NC,27707.0
67,c3f3bd78-69d4,4JGDF7CE7DA246264,21940.0,92016.0,P1777A,2013,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,land rover cherry hill,2000 Nj-70,Cherry Hill,NJ,8003.0
68,5743c29b-63ef,WDDNG7EB1CA470031,45900.0,39225.0,PL4473B,2012,Mercedes-Benz,S-Class,S63 AMG,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,honda of newnan,391 Newnan Crossing Bypass,Newnan,GA,30265.0
69,63c7d5fa-075d,1G8AG54F14Z118419,,165901.0,1G8AG54F14Z118419,2004,Saturn,ION,1,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,bestautobuy,4465 Boulevard North,Las Vegas,NV,89115.0
70,f454a84d-ced8,4JGBF7BE4BA647986,16055.0,159645.0,B117986,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,ciocca chevrolet of west chester,715 Autopark Blvd,West Chester,PA,19382.0
71,e07f5232-91f9,1GCDT13W21K257052,3000.0,200120.0,49474B,2001,Chevrolet,S-10,LS,Pickup,Truck,4WD,Automatic,Unleaded,4.3,V,baumann ford genoa,22110 West State Route 51,Genoa,OH,43430.0
72,b5d80d83-6225,1G1AB5F52A7203889,2995.0,101011.0,03-67-13,2010,Chevrolet,Cobalt,LS,Sedan,Car,FWD,Manual,Unleaded,2.2,I,escar auto,7121 Alameda Ave,El Paso,TX,79915.0
73,fd628c8c-cea0,2GTEC19VXY1376383,6999.0,197000.0,PD2121A,2000,GMC,Sierra,SLE,Pickup,Truck,RWD,Automatic,Unleaded,4.8,V,greenway toyota of the shoals,5100us-43,Tuscumbia,AL,35674.0
74,0c112a30-0118,ZARFAEAV7J7579596,58995.0,12761.0,J7579596,2018,Alfa Romeo,Giulia,Quadrifoglio,Sedan,Car,RWD,Automatic,Premium Unleaded,2.9,V,piazza honda of pottstown,629 North Lewis Rd,Limerick,PA,19468.0
75,c246b083-4dba,1GTP6DE19G1260472,32677.0,72486.0,P60472,2016,GMC,Canyon,SLT,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,honda cars of mckinney,601 S Central Expy,Mckinney,TX,75070.0
76,226fbb40-af90,MAJ3P1TE0JC205667,19847.0,8067.0,34836T,2018,Ford,Ecosport,SE,SUV,Truck,FWD,Automatic,Unleaded,1.0,I,ganley westside hyundai,25600 Lorain Road,North Olmsted,OH,44070.0
77,f9a2c86c-bd1e,WMEEJ3BA0FK797844,9500.0,26591.0,20832PA,2015,smart,fortwo,passion,Coupe,Car,RWD,Automatic,Premium Unleaded,1.0,I,orr honda,4602 Gus Orr Dr,Texarkana,TX,75503.0
78,83647fe4-dfa7,ML32A3HJ5FH042794,10986.0,44147.0,80768B,2015,Mitsubishi,Mirage,DE,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,eddy's everything,8801 E Kellogg Dr,Wichita,KS,67207.0
79,3d16155a-ed68,1FMFU18LX3LB71937,5985.0,207751.0,211186A,2003,Ford,Expedition,Eddie Bauer,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,bradley hubler chevrolet,1550 North 31,Franklin,IN,46131.0
80,04eee2c4-5edc,WVWPH63B83P037476,,1.0,R037476,2003,Volkswagen,Passat,GLS,Sedan,Car,FWD,Manual,Premium Unleaded,2.8,V,best way motors,4442 South Irby Street,Florence,SC,29505.0
81,c2717006-49b9,ZACNJAB10KPK71648,27285.0,8013.0,P2298,2019,Jeep,Renegade,Altitude Package,SUV,Truck,FWD,Automatic,Premium Unleaded,1.3,I,acura of melbourne,6957 Bromley Drive,Melbourne,FL,32940.0
82,2989e53e-7e25,1C3ADEBZ5DV400179,104907.0,7714.0,JO21B033,2013,Dodge,Viper,GTS,Coupe,Car,RWD,Manual,Premium Unleaded,8.4,V,west herr chrysler dodge jeep ram of lockport,6200 S Transit Road,Lockport,NY,14094.0
83,b66da226-e8f1,ML32A4HJ3LH002229,15998.0,702.0,K866665A,2020,Mitsubishi,Mirage,SE,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,mike miller mitsubishi,2007 West Pioneer Parkway,Peoria,IL,61615.0
84,c5f240de-7b68,1FMFU17577LA69391,9990.0,164974.0,PF17630,2007,Ford,Expedition,Eddie Bauer,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,ron tonkin westside used cars,9008 Sw Canyon Rd,Portland,OR,97225.0
85,fbc8af64-41a4,WP1AB2AY8LDA28915,105840.0,3772.0,U8494,2020,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,land rover santa barbara,401 S Hope Ave B,Santa Barbara,CA,93105.0
86,2cd430da-9944,3C6UR5CJ5HG767494,37811.0,72720.0,DP3310A,2017,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,crain ford of little rock,4601 Colonel Glenn Plaza Drive,Little Rock,AR,72210.0
87,5a57d4d1-e740,WBY7Z8C51JVB87507,31548.0,1945.0,X5985,2018,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,rick hendrick city chevrolet,5101 E Independence Blvd,Charlotte,NC,28212.0
88,6f05ca73-fcfc,WBY7Z4C58JVD96767,19999.0,20223.0,PA4395,2018,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,premier automotive inc,17569 Old Stage Coach Road,Dumfries,VA,22026.0
89,1237e290-abf8,1GTCS138068252288,9519.0,172584.0,T18950C,2006,GMC,Canyon,SLE,Pickup,Truck,RWD,Automatic,Unleaded,2.8,I,shottenkirk toyota granbury,5100 East Us Highway 377 East,Granbury,TX,76049.0
90,901ea0ed-a908,3C6TR5FJ1HG503387,46970.0,70595.0,DOT210826A,2017,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,west herr ford of rochester,4545 Ridge Road,Rochester,NY,14626.0
91,ccb76e30-c0fe,1GTCS148368239727,10998.0,53645.0,C1855,2006,GMC,Canyon,SL,Pickup,Truck,RWD,Manual,Unleaded,2.8,I,mcgrath volkswagen of marion,675 Blairs Ferry Rd,Marion,IA,52302.0
92,3592b0c4-64b8,4JGDF7DE3FA579286,28595.0,93805.0,J21205-2,2015,Mercedes-Benz,GL-Class,GL550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,jaguar dallas,11400 North Central Expy,Dallas,TX,75243.0
93,ef63505e-85fd,3C6UR5SJXKG538267,62434.0,64603.0,UE538267,2019,RAM,Ram 2500 Pickup,Laramie Limited,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,heartland ford,1810 Highway 25B North,Heber Springs,AR,72543.0
94,b7d069e7-df6c,ML32A3HJXLH002478,14490.0,4716.0,G3374ARTL,2020,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,auto gallery mall of georgia,4135 Buford Drive,Buford,GA,30518.0
95,3652edef-8b3c,ML32A3HJ7HH015552,8791.0,69070.0,HH015552P,2017,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,hanania automotive group,7200 Blanding Boulevard,Jacksonville,FL,32244.0
96,38078b67-118f,1FMJU1J56BEF08435,,152572.0,311008B,2011,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,phil long kia of colorado springs,1020 Motor City Drive,Colorado Springs,CO,80905.0
97,a977ce75-1a86,ML32F3FJXJHF05187,10665.0,63297.0,AV2974,2018,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,crain buick gmc,710 South Amity Road,Conway,AR,72032.0
98,2d6f9f83-a477,5LMJJ3J5XCEL07883,9995.0,185000.0,,2012,Lincoln,Navigator,Base,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,pic bros auto sales,101 South Main Street,Muncy,PA,17756.0
99,a006dd14-9378,3GNBABFW0BS503558,5977.0,136558.0,X210997A,2011,Chevrolet,HHR,LT,Mini Mpv,Car,FWD,Automatic,E85 / Unleaded,2.2,I,todd wenzel chevrolet of hudsonville,3156 Highland Blvd,Hudsonville,MI,49426.0
100,6f1fe9a0-839d,1D7HW38PX9S780424,,,21-21,2009,Dodge,Dakota,Big Horn,Pickup,Truck,4WD,Automatic,E85 / Unleaded,4.7,V,the auto barn,220 Huffman Road,Linden,PA,17744.0
101,6241df99-02ad,WP1AC29P79LA82066,27488.0,116736.0,R1544,2009,Porsche,Cayenne,Turbo S,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,porsche delaware,1851 Ogletown Road,Newark,DE,19711.0
102,aad8b642-227a,3C6UR5DJ9KG699674,52650.0,18130.0,G2133A,2019,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,wegner auto,330 E. Sioux Ave,Pierre,SD,57501.0
103,6b6b2712-809b,4JGDF7DEXHA816391,44900.0,73629.0,A816391,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,mercedes-benz of melbourne,509 East Nasa Boulevard,Melbourne,FL,32901.0
104,eb80e783-cb27,ZACNJBB13KPK08291,21899.0,29984.0,J210191A,2019,Jeep,Renegade,Latitude,SUV,Truck,4WD,Automatic,Premium Unleaded; Unleaded,1.3,I,bachman chrysler dodge jeep ram,630 Broadway St,Jeffersonville,IN,47130.0
105,61146ccb-39e3,1GKDT13S322439720,,1.0,16352,2002,GMC,Envoy,SLE,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,danbury auto group,33 Rose Street,Danbury,CT,6810.0
106,0b6de218-acaa,WDDXJ7JB3FA007781,,10702.0,007781,2015,Mercedes-Benz,S-Class,S63 AMG®,Coupe,Car,4WD,Automatic,Premium Unleaded,5.5,V,kelly motorcars,2880 Bergey Road Q,Hatfield,PA,19440.0
107,451b7088-c8da,3GNBABFW1BS544118,,,P11990A,2011,Chevrolet,HHR,LT,Mini Mpv,Car,FWD,Automatic,E85 / Unleaded,2.2,I,reidsville nissan,1123 Freeway Dr,Reidsville,NC,27320.0
108,c018ead9-12f6,ML32A5HJXHH010826,10200.0,41779.0,H02096A,2017,Mitsubishi,Mirage,GT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,mccarthy blue springs hyundai,3000 Nw South Outer Road,Blue Springs,MO,64015.0
109,c3eed414-2217,1FTWW30Y16EA22620,,370457.0,J21067A,2006,Ford,F-350 Super Duty,XLT,Pickup,Truck,RWD,Manual,Unleaded,6.8,V,jim butner auto sales,205 W Lewis And Clark Pkwy,Clarksville,IN,47129.0
110,abd0ca5a-d5c2,1FMFU16567LA48176,,214405.0,D8405A,2007,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,power newport chrysler jeep dodge,1217 North Coast Hwy 101,Newport,OR,97365.0
